provider_id,provider_name,category,city,area,full_location,latitude,longitude,rating,availability,experience_years,completed_jobs,response_time_minutes,price_range,verified_provider,languages_supported,phone_number,email,created_at
123,Patricia Electrician Services,Electrician,Karachi,Gulshan,"Gulshan, Karachi",32.310467,67.641995,4.5,Busy,9,3690,33,Medium,False,English,001-527-635-0479x3304,ymartinez@hotmail.com,2024-01-16
124,Keith Cleaning Service Services,Cleaning Service,Karachi,Nazimabad,"Nazimabad, Karachi",26.245388,69.230794,3.7,Offline,13,678,17,High,False,Urdu,152-475-8515,durhamsarah@chavez.net,2025-08-06
125,Rachel Computer Technician Services,Computer Technician,Karachi,Gulshan,"Gulshan, Karachi",30.153483,73.341002,3.9,Available Soon,5,3852,7,Medium,True,Urdu,805-772-9805,gardnerandrew@brown.biz,2023-04-17
126,Theodore Cleaning Service Services,Cleaning Service,Peshawar,Cantt,"Cantt, Peshawar",25.218483,68.669077,3.8,Offline,10,1956,86,High,False,English,833.366.4189,ksnow@hotmail.com,2025-09-29
127,Laura Home Tutor Services,Home Tutor,Rawalpindi,Saddar,"Saddar, Rawalpindi",28.292389,71.303667,4.0,Offline,8,1186,35,High,False,Urdu,9961731938,mitchelljason@hotmail.com,2022-08-23
128,Jim Cleaning Service Services,Cleaning Service,Peshawar,Hayatabad,"Hayatabad, Peshawar",27.904537,70.290946,4.9,Available,3,4319,86,Medium,False,Roman Urdu,001-919-335-0352x8732,michelle73@day.com,2026-04-11
129,Stephen Carpenter Services,Carpenter,Islamabad,G-13,"G-13, Islamabad",25.334096,69.466093,3.5,Offline,4,4776,48,High,True,"English, Urdu, Roman Urdu",+1-159-631-8057,wbaker@kim.com,2023-10-06
130,Shannon Home Tutor Services,Home Tutor,Peshawar,University Town,"University Town, Peshawar",24.369838,68.411137,3.4,Available Soon,5,526,106,Low,True,Roman Urdu,(095)966-5682,jwatts@scott-west.com,2024-08-17
131,Ryan Computer Technician Services,Computer Technician,Faisalabad,Peoples Colony,"Peoples Colony, Faisalabad",26.861109,73.03497,4.1,Busy,9,309,11,High,False,Roman Urdu,1618668695,emilymichael@gmail.com,2025-09-02
132,Danny Painter Services,Painter,Islamabad,Bahria Town,"Bahria Town, Islamabad",28.962032,70.482664,4.5,Busy,13,2787,107,High,False,English,905-666-0235x950,evan09@hicks-barnes.com,2022-04-16
133,Kyle Painter Services,Painter,Rawalpindi,Saddar,"Saddar, Rawalpindi",27.212114,67.560482,4.2,Offline,6,4478,89,Medium,False,"English, Urdu",(454)390-9242x201,coxhannah@jackson.com,2022-12-27
134,Luis AC Technician Services,AC Technician,Peshawar,University Town,"University Town, Peshawar",31.268144,73.381251,4.4,Available,12,3672,83,Medium,False,"English, Urdu, Roman Urdu",+1-884-966-9853x19128,charlessmith@salazar-caldwell.com,2026-01-17
135,Victor Home Tutor Services,Home Tutor,Karachi,Malir,"Malir, Karachi",25.427795,71.25301,3.8,Available,17,1320,105,Medium,True,Urdu,+1-591-134-6582,garcialuis@weeks.com,2025-12-28
136,Erik Carpenter Services,Carpenter,Lahore,DHA,"DHA, Lahore",30.790621,73.641765,3.8,Busy,19,275,52,Medium,True,"Urdu, Roman Urdu",733.563.8666,josephflores@hotmail.com,2025-08-06
137,Leslie Painter Services,Painter,Faisalabad,Peoples Colony,"Peoples Colony, Faisalabad",24.259133,68.302336,3.6,Available,9,2054,71,Medium,True,Roman Urdu,(771)716-3579,ijohnston@yahoo.com,2024-11-27
138,Gina Beautician Services,Beautician,Peshawar,University Town,"University Town, Peshawar",25.226374,72.969784,5.0,Busy,10,4033,62,Low,False,English,5867684986,lcollins@hotmail.com,2022-07-18
139,Jessica Water Tank Cleaner Services,Water Tank Cleaner,Islamabad,Blue Area,"Blue Area, Islamabad",32.513621,71.982664,3.1,Offline,18,2388,94,High,True,Roman Urdu,+1-797-859-0150,jennifersmith@castillo-powell.com,2023-07-08
140,Isaiah Beautician Services,Beautician,Lahore,Model Town,"Model Town, Lahore",27.608965,71.005942,4.6,Available,8,4057,64,High,True,"Urdu, Roman Urdu",+1-881-630-1890,smithrobert@yahoo.com,2025-11-19
141,Robert Painter Services,Painter,Karachi,Gulshan,"Gulshan, Karachi",31.691646,72.763376,5.0,Available Soon,16,4316,14,Low,False,"English, Urdu, Roman Urdu",629-242-8061,garrett91@francis-schroeder.biz,2025-12-14
142,Brenda Home Tutor Services,Home Tutor,Rawalpindi,Chaklala,"Chaklala, Rawalpindi",31.677816,67.903231,4.0,Busy,5,4526,69,Low,True,"Urdu, Roman Urdu",699.342.1055,amandasanchez@myers.biz,2025-07-05
143,Christina AC Technician Services,AC Technician,Islamabad,F-10,"F-10, Islamabad",32.459337,68.754237,3.6,Offline,8,2844,86,High,False,Urdu,231.558.7765,elizabeth83@jackson.com,2022-11-11
144,James Cleaning Service Services,Cleaning Service,Islamabad,I-8,"I-8, Islamabad",25.712006,71.371354,3.2,Busy,6,4858,120,High,False,"Urdu, Roman Urdu",903-102-1120x3913,teresabrown@sherman-smith.com,2026-02-19
145,William Plumber Services,Plumber,Karachi,DHA,"DHA, Karachi",31.66959,69.916107,4.9,Busy,19,2178,86,Low,False,"English, Urdu, Roman Urdu",001-358-929-2451x00227,ryan31@serrano-moore.org,2023-04-23
146,John Mechanic Services,Mechanic,Islamabad,Blue Area,"Blue Area, Islamabad",24.72973,67.419391,3.5,Available Soon,13,2446,61,Medium,False,"English, Urdu",(374)758-3597x63487,keithwilliams@bell.com,2025-03-23
147,Matthew AC Technician Services,AC Technician,Islamabad,I-8,"I-8, Islamabad",25.307662,69.593781,3.6,Available Soon,11,2839,76,Low,False,Urdu,+1-503-133-8292x806,campbellbrian@sampson-williams.com,2023-10-02
148,Robert Mechanic Services,Mechanic,Karachi,Gulshan,"Gulshan, Karachi",33.453849,73.049147,3.5,Offline,4,424,58,Low,True,Roman Urdu,(860)571-7715x4451,brian18@ramsey.net,2023-02-16
149,Shawna Beautician Services,Beautician,Peshawar,University Town,"University Town, Peshawar",28.987597,69.159783,4.5,Available Soon,16,4226,7,Low,False,"Urdu, Roman Urdu",+1-013-533-0622x664,douglas37@jefferson.com,2023-10-21
150,Erik Appliance Repair Services,Appliance Repair,Lahore,Johar Town,"Johar Town, Lahore",29.975188,72.899948,3.7,Available Soon,2,2314,91,Medium,False,"Urdu, Roman Urdu",154-267-9147x3508,lgonzalez@yahoo.com,2026-04-28
151,Julia AC Technician Services,AC Technician,Karachi,Nazimabad,"Nazimabad, Karachi",24.452424,67.358104,4.8,Offline,12,3313,76,Low,False,"Urdu, Roman Urdu",458.793.9891,jenniferryan@gmail.com,2024-09-30
152,Lori Cleaning Service Services,Cleaning Service,Karachi,Nazimabad,"Nazimabad, Karachi",25.286634,67.67677,3.9,Available,18,2301,52,Medium,False,Urdu,3074483856,rodgerssharon@perez-strickland.com,2025-04-02
153,Cory Painter Services,Painter,Faisalabad,D Ground,"D Ground, Faisalabad",31.135918,72.627761,4.0,Busy,2,328,71,Medium,True,"Urdu, Roman Urdu",9657042631,robertcombs@berg.info,2023-06-24
154,Kyle Appliance Repair Services,Appliance Repair,Lahore,DHA,"DHA, Lahore",29.07315,70.567999,3.6,Offline,13,2461,67,High,False,"English, Urdu",001-895-222-8010x25034,zsalas@yahoo.com,2026-04-10
155,Ashley Home Tutor Services,Home Tutor,Islamabad,Blue Area,"Blue Area, Islamabad",31.967548,72.077269,3.2,Offline,14,4791,93,High,True,"Urdu, Roman Urdu",(722)582-8269,cwalker@smith.com,2023-09-16
156,Benjamin Appliance Repair Services,Appliance Repair,Islamabad,I-8,"I-8, Islamabad",25.705121,71.403177,3.5,Available Soon,2,4790,84,Medium,True,"English, Urdu, Roman Urdu",0419933010,rkeller@mitchell.com,2025-01-03
157,Joe Water Tank Cleaner Services,Water Tank Cleaner,Karachi,North Nazimabad,"North Nazimabad, Karachi",28.187803,69.890721,3.2,Offline,1,3622,31,Medium,False,"English, Urdu, Roman Urdu",+1-338-981-3264x7487,sarah18@larson-lee.com,2022-04-16
158,Anthony AC Technician Services,AC Technician,Karachi,Malir,"Malir, Karachi",29.254772,69.196268,4.0,Available Soon,18,2672,27,Medium,False,"Urdu, Roman Urdu",(522)757-6548,caitlin67@brown.info,2024-05-19
159,Donna Home Tutor Services,Home Tutor,Peshawar,Cantt,"Cantt, Peshawar",33.573374,68.953045,4.3,Busy,9,3976,43,Low,False,Roman Urdu,001-285-432-5380x3627,danieldavis@torres-gilbert.com,2022-06-01
160,Michelle Carpenter Services,Carpenter,Lahore,Gulberg,"Gulberg, Lahore",25.218741,71.736356,4.0,Offline,18,2250,53,Medium,False,Urdu,(445)803-9400x34188,nicolesilva@jones-phillips.net,2024-09-27
161,Nicholas Water Tank Cleaner Services,Water Tank Cleaner,Karachi,Gulshan,"Gulshan, Karachi",26.139868,72.795662,3.2,Available Soon,15,2110,39,High,False,Urdu,+1-566-467-9333x44594,lisa00@ashley.com,2025-10-03
162,James Appliance Repair Services,Appliance Repair,Faisalabad,D Ground,"D Ground, Faisalabad",30.379446,67.367438,3.5,Busy,2,4360,57,Medium,False,English,9483612143,wolfsamantha@gmail.com,2022-07-19
163,Lisa Cleaning Service Services,Cleaning Service,Lahore,Model Town,"Model Town, Lahore",28.774485,68.396192,5.0,Available Soon,6,3343,41,Medium,False,"English, Urdu, Roman Urdu",001-579-657-7303x49351,brian75@guerrero.com,2026-01-13
164,Diane Appliance Repair Services,Appliance Repair,Karachi,Malir,"Malir, Karachi",32.82245,68.230521,3.5,Available Soon,2,1444,9,Medium,False,Urdu,+1-396-243-3090,leejason@jackson-clark.com,2024-09-29
165,Amy Tutor Services,Tutor,Karachi,DHA,"DHA, Karachi",28.543491,71.489187,4.1,Offline,4,2754,72,Medium,True,"Urdu, Roman Urdu",001-791-423-0735x34369,martinbenson@young.biz,2023-09-29
166,Kirk Mobile Repair Services,Mobile Repair,Islamabad,F-10,"F-10, Islamabad",31.185982,67.098589,3.2,Offline,6,3769,48,Medium,True,Urdu,(572)676-8941,melissa76@carroll-norris.com,2022-12-10
167,John Computer Technician Services,Computer Technician,Peshawar,University Town,"University Town, Peshawar",30.692559,68.293468,3.9,Available Soon,11,720,22,Medium,False,Urdu,001-733-309-6322x38736,bhowell@hotmail.com,2026-05-01
168,Diane Beautician Services,Beautician,Islamabad,Bahria Town,"Bahria Town, Islamabad",29.824608,71.010141,3.9,Offline,9,2710,38,High,False,"English, Urdu, Roman Urdu",001-653-315-3205x456,bwatson@butler.com,2025-01-16
169,Timothy Electrician Services,Electrician,Karachi,Malir,"Malir, Karachi",30.902904,71.470979,3.9,Offline,6,3331,42,Medium,True,Urdu,(318)664-5069,micheal07@yahoo.com,2025-08-14
170,Joseph Mechanic Services,Mechanic,Rawalpindi,PWD,"PWD, Rawalpindi",31.019407,73.389578,4.5,Available Soon,20,3070,101,High,True,Urdu,(106)411-8905,nelsonkelly@bell.info,2022-07-21
171,Gene Cleaning Service Services,Cleaning Service,Faisalabad,Madina Town,"Madina Town, Faisalabad",24.61758,70.833545,3.9,Available,12,649,69,Low,True,Urdu,724-442-9125,usimpson@yahoo.com,2024-07-12
172,Thomas Electrician Services,Electrician,Faisalabad,Peoples Colony,"Peoples Colony, Faisalabad",32.988894,70.118379,4.4,Available,19,4014,12,Medium,True,"Urdu, Roman Urdu",637-265-8388x8789,nathanmitchell@crawford.com,2024-01-15
173,Adam Cleaning Service Services,Cleaning Service,Rawalpindi,Saddar,"Saddar, Rawalpindi",26.544572,67.021108,3.9,Available Soon,10,188,32,High,True,English,001-370-750-8894x47787,yrocha@garcia-williams.info,2023-12-29
174,Crystal Cleaning Service Services,Cleaning Service,Islamabad,G-13,"G-13, Islamabad",26.870907,68.259869,5.0,Available,3,3877,22,High,False,Roman Urdu,001-230-122-1585x94552,mitchellnelson@yahoo.com,2024-03-22
175,Steven Painter Services,Painter,Rawalpindi,Chaklala,"Chaklala, Rawalpindi",25.186332,73.949927,3.2,Offline,18,1099,55,High,True,"English, Urdu, Roman Urdu",+1-978-887-2295x6263,andersonlinda@hotmail.com,2025-02-12
176,David Plumber Services,Plumber,Karachi,Korangi,"Korangi, Karachi",29.319336,72.763523,5.0,Available Soon,15,4470,36,Medium,False,Urdu,2504750201,dbass@gmail.com,2024-10-27
177,James Plumber Services,Plumber,Lahore,Model Town,"Model Town, Lahore",26.060816,67.706277,4.6,Busy,14,138,9,Medium,True,Urdu,(877)082-1045x99372,richardrichardson@nelson-brown.info,2026-02-13
178,Nathan Beautician Services,Beautician,Rawalpindi,Chaklala,"Chaklala, Rawalpindi",26.341615,73.414779,4.1,Offline,2,1157,78,Medium,False,Urdu,(542)326-3485,grichmond@gmail.com,2024-09-03
179,Anthony Beautician Services,Beautician,Lahore,Bahria Town,"Bahria Town, Lahore",30.259931,69.990404,3.8,Busy,9,509,68,Low,False,"English, Urdu, Roman Urdu",001-623-786-6316x5259,allenkevin@yahoo.com,2022-08-09
180,James Water Tank Cleaner Services,Water Tank Cleaner,Rawalpindi,Bahria Town,"Bahria Town, Rawalpindi",25.83879,70.765498,3.8,Available Soon,5,2466,35,Low,False,"English, Urdu, Roman Urdu",842-260-2345x70554,ashleyramirez@holmes-rogers.net,2025-07-23
181,Antonio Cleaning Service Services,Cleaning Service,Rawalpindi,Saddar,"Saddar, Rawalpindi",27.88419,68.78497,3.8,Busy,14,4575,47,High,True,"English, Urdu",378.026.3950,karen60@fernandez.org,2024-04-15
182,George Water Tank Cleaner Services,Water Tank Cleaner,Karachi,North Nazimabad,"North Nazimabad, Karachi",30.736719,71.220454,4.7,Available Soon,2,2209,116,Low,True,"Urdu, Roman Urdu",+1-367-972-7555x9263,kristinelloyd@hotmail.com,2022-04-22
183,Eric Beautician Services,Beautician,Peshawar,Cantt,"Cantt, Peshawar",26.118078,68.330166,4.0,Available,11,2493,99,Low,False,Urdu,350-308-3048x35569,zwilliams@yahoo.com,2022-06-20
184,Michael Beautician Services,Beautician,Faisalabad,D Ground,"D Ground, Faisalabad",31.755139,69.664632,3.8,Offline,8,4532,73,High,False,Roman Urdu,127.693.3437x5416,alielizabeth@jackson.org,2024-11-25
185,Amanda Mechanic Services,Mechanic,Islamabad,I-8,"I-8, Islamabad",27.707049,69.897511,3.9,Busy,16,2633,77,Low,True,English,(742)501-0109,mmyers@gmail.com,2024-11-26
186,Scott Appliance Repair Services,Appliance Repair,Faisalabad,D Ground,"D Ground, Faisalabad",27.298653,69.658878,4.4,Busy,10,1258,111,Low,False,"Urdu, Roman Urdu",001-027-787-6240x687,phillip31@hotmail.com,2022-09-12
187,Mark Tutor Services,Tutor,Peshawar,University Town,"University Town, Peshawar",25.682336,72.564829,4.5,Available Soon,16,4028,26,Low,False,Urdu,(095)813-1265,michael12@lang-hughes.com,2023-04-30
188,Kelly Cleaning Service Services,Cleaning Service,Peshawar,Hayatabad,"Hayatabad, Peshawar",28.123922,72.897813,3.1,Available,3,407,34,Low,True,English,(583)124-3916x07706,zdean@gmail.com,2025-02-21
189,Ashley Carpenter Services,Carpenter,Faisalabad,Peoples Colony,"Peoples Colony, Faisalabad",24.157318,70.725487,3.1,Available Soon,20,3968,57,Low,True,"Urdu, Roman Urdu",(598)247-7828x046,hmurray@hotmail.com,2022-04-26
190,Eric Tutor Services,Tutor,Islamabad,I-8,"I-8, Islamabad",33.180488,70.670698,3.0,Available,14,1478,35,Low,False,Roman Urdu,104-436-7276x8506,kmorales@gmail.com,2024-11-13
191,Jessica Carpenter Services,Carpenter,Rawalpindi,Saddar,"Saddar, Rawalpindi",33.90233,68.581001,4.9,Busy,15,4638,92,Low,True,English,(947)034-1464,pattybyrd@yahoo.com,2024-02-04
192,Daniel Cleaning Service Services,Cleaning Service,Rawalpindi,Chaklala,"Chaklala, Rawalpindi",28.998584,70.037368,4.0,Available,1,1413,105,Medium,True,"Urdu, Roman Urdu",001-159-712-4411,jeffreymorales@gates.info,2026-02-16
193,Marc Computer Technician Services,Computer Technician,Lahore,Johar Town,"Johar Town, Lahore",24.46562,67.520436,4.4,Offline,19,3905,40,High,True,Urdu,2038611313,ryan83@mitchell.com,2024-08-08
194,Michael Appliance Repair Services,Appliance Repair,Karachi,Clifton,"Clifton, Karachi",25.624503,68.683305,3.3,Offline,13,640,111,Medium,False,"English, Urdu",317-451-5425x876,michael00@hotmail.com,2025-08-01
195,Margaret Electrician Services,Electrician,Peshawar,Cantt,"Cantt, Peshawar",28.370883,72.870723,4.0,Available,12,449,48,High,False,Roman Urdu,841-042-1266x7565,erica72@lamb.com,2026-03-15
196,Brian Mobile Repair Services,Mobile Repair,Peshawar,University Town,"University Town, Peshawar",29.530377,69.627989,5.0,Offline,16,1878,28,High,False,English,862.426.8372x831,rothsierra@edwards.com,2022-11-25
197,Gina Water Tank Cleaner Services,Water Tank Cleaner,Islamabad,F-10,"F-10, Islamabad",31.116772,71.437306,3.1,Available Soon,9,1273,99,Medium,False,Roman Urdu,(364)149-5224,kellysexton@cox.com,2025-10-08
198,Carlos Tutor Services,Tutor,Karachi,DHA,"DHA, Karachi",24.872972,70.016857,3.9,Busy,9,847,76,High,False,English,121-030-5428,betty62@gmail.com,2026-03-22
199,Angela Cleaning Service Services,Cleaning Service,Karachi,Gulshan,"Gulshan, Karachi",24.123406,69.89667,3.2,Available Soon,20,2667,104,Low,True,"Urdu, Roman Urdu",451.198.3753x393,taylorbarron@lozano-long.com,2023-06-12
200,Nicholas AC Technician Services,AC Technician,Lahore,Gulberg,"Gulberg, Lahore",25.459348,68.170452,3.3,Available Soon,10,2208,40,Medium,False,"English, Urdu",(252)078-2939,wrightandrea@walsh.com,2025-12-08
201,Douglas Beautician Services,Beautician,Islamabad,Blue Area,"Blue Area, Islamabad",28.578616,67.948427,4.4,Busy,16,4874,5,Medium,False,"Urdu, Roman Urdu",439.505.7212,blaketurner@hotmail.com,2024-03-27
202,Tracy Carpenter Services,Carpenter,Islamabad,Bahria Town,"Bahria Town, Islamabad",27.206652,73.630952,3.9,Offline,20,1125,30,Medium,False,Urdu,+1-373-906-7393x7572,uadams@holt.net,2024-02-19
203,Leah Water Tank Cleaner Services,Water Tank Cleaner,Islamabad,Blue Area,"Blue Area, Islamabad",27.258862,68.962101,4.4,Busy,16,4727,105,Medium,False,English,853.814.5959x84912,jrodriguez@simpson-rivera.org,2023-03-17
204,Kevin Cleaning Service Services,Cleaning Service,Lahore,Bahria Town,"Bahria Town, Lahore",33.429749,68.467539,3.4,Available Soon,18,230,107,Medium,True,"English, Urdu",(920)245-4442,michaelreyes@smith.com,2022-08-05
205,Jonathan Home Tutor Services,Home Tutor,Rawalpindi,PWD,"PWD, Rawalpindi",31.890768,67.517756,3.6,Available Soon,9,1272,81,Medium,False,"Urdu, Roman Urdu",001-754-989-7815x477,megan68@cole.info,2023-07-12
206,David Cleaning Service Services,Cleaning Service,Peshawar,University Town,"University Town, Peshawar",25.093694,68.737617,3.1,Available,12,4408,90,Medium,True,"English, Urdu, Roman Urdu",001-383-163-8212,perezcameron@berger.com,2022-12-07
207,Morgan Home Tutor Services,Home Tutor,Karachi,North Nazimabad,"North Nazimabad, Karachi",25.059446,67.690246,4.4,Available Soon,13,2726,33,High,True,"English, Urdu",(715)812-0392,clarklaura@blake.net,2024-04-08
208,Steven Mobile Repair Services,Mobile Repair,Rawalpindi,Chaklala,"Chaklala, Rawalpindi",33.977027,70.379398,4.4,Offline,17,1244,42,Medium,True,English,926.378.4314x001,bakerjanet@garza-hall.biz,2022-04-10
209,Whitney Tutor Services,Tutor,Lahore,DHA,"DHA, Lahore",27.483003,67.683361,3.7,Available Soon,7,4278,97,High,False,Roman Urdu,(681)386-9990x078,kathryn67@hughes.net,2025-12-28
210,Grant Mobile Repair Services,Mobile Repair,Islamabad,G-13,"G-13, Islamabad",30.771393,68.150479,4.4,Available,1,2820,99,Low,True,"Urdu, Roman Urdu",(834)383-7456x756,dwilson@juarez.com,2025-06-21
211,Christina Painter Services,Painter,Islamabad,I-8,"I-8, Islamabad",25.863869,71.601155,4.9,Busy,8,3328,55,Low,True,"English, Urdu",+1-548-450-9938x9779,sarah39@flowers-williams.org,2023-01-18
212,Michael Plumber Services,Plumber,Rawalpindi,Chaklala,"Chaklala, Rawalpindi",29.773479,72.596516,4.4,Available,7,2290,73,Low,False,Roman Urdu,001-894-625-4132x9585,carpenterlaura@gmail.com,2025-04-06
213,Victor Tutor Services,Tutor,Rawalpindi,Saddar,"Saddar, Rawalpindi",29.969708,71.279159,4.3,Offline,16,4333,80,Low,False,Roman Urdu,221.236.1081x2606,mannjoshua@edwards.com,2023-10-20
214,Alexa Computer Technician Services,Computer Technician,Faisalabad,Madina Town,"Madina Town, Faisalabad",30.721101,69.1923,4.3,Available,10,4844,35,Medium,True,Urdu,001-898-712-5244x9440,imiller@arnold-baker.org,2024-04-10
215,Michael Cleaning Service Services,Cleaning Service,Peshawar,Hayatabad,"Hayatabad, Peshawar",28.230388,70.406692,3.8,Available Soon,20,1139,73,High,True,"Urdu, Roman Urdu",028-017-1915,kelly05@gmail.com,2025-06-07
216,Jacqueline AC Technician Services,AC Technician,Rawalpindi,Bahria Town,"Bahria Town, Rawalpindi",33.51842,70.392262,3.4,Offline,15,449,29,Medium,False,"English, Urdu",627.187.2542,hullashley@hotmail.com,2022-07-12
217,Rhonda Water Tank Cleaner Services,Water Tank Cleaner,Rawalpindi,Chaklala,"Chaklala, Rawalpindi",29.653978,72.571166,4.7,Available,16,1380,33,Medium,True,Roman Urdu,423-213-5421,matthewwilliams@gmail.com,2025-02-08
218,Charles AC Technician Services,AC Technician,Faisalabad,Peoples Colony,"Peoples Colony, Faisalabad",29.727141,68.875222,4.6,Available,19,4067,74,Medium,True,"English, Urdu, Roman Urdu",1816763406,aperez@williams.com,2023-11-23
